stars,review,district,governorate,clean_review,predicted_sentiment
5,أنا سعيد جدا بخدمة التموين في الاسماعيلية لأنها بتوفر لي كل اللي أحتاجه وبأسعار معقولة. شكرا للحكومة على تقديم خدمات جيدة للمواطنين.,مكتب الأغذية المتكاملة,الإسماعيلية,أنا سعيد جدا بخدمة التموين في الاسماعيلية لأنها بتوفر لي كل اللي أحتاجه وبأسعار معقولة شكرا للحكومة على تقديم خدمات جيدة للمواطنين,Positive
5,"أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة للمناطق النائية, خاصة المحافظات الحدودية زي الاسماعيلية. على الرغم من أنها مش دايما موجودة بشكل منتظم, لكن لما تظهر بتحصل عليها بجدارة وبجد. شكرا للحكومة على كل الجهد المبذول علشان الناس تقدر تستمتع بالخدمات الأساسية لحياتها اليومية.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة للمناطق النائية خاصة المحافظات الحدودية زي الاسماعيلية على الرغم من أنها مش دايما موجودة بشكل منتظم لكن لما تظهر بتحصل عليها بجدارة وبجد شكرا للحكومة على كل الجهد المبذول علشان الناس تقدر تستمتع بالخدمات الأساسية لحياتها اليومية,Positive
4,"أنا سعيد جدا بتلقي هذا التقييم الجيد للخدمة التموينية! أعتقد أنها بالفعل خطوة كبيرة للأمام لتحسين حياة الناس في الإسكندرية, خاصة الفقراء منهم الذين يعانون بشدة بسبب الغلاء الفاحش للأسعار. أتطلع للمزيد والمزيد من التحسينات في المستقبل القريب. شكرا لكم على دعمكم المستمر.",مجلس التعاون الخليجي للتغذية,الإسكندرية,أنا سعيد جدا بتلقي هذا التقييم الجيد للخدمة التموينية أعتقد أنها بالفعل خطوة كبيرة للأمام لتحسين حياة الناس في الإسكندرية خاصة الفقراء منهم الذين يعانون بشدة بسبب الغلاء الفاحش للأسعار أتطلع للمزيد والمزيد من التحسينات في المستقبل القريب شكرا لكم على دعمكم المستمر,Positive
1,"يا جماعة, أنا عايز أقول لكم حاجة بخصوص خدمة التموين في القاهرة, هي مش كويسة خالص! احنا بنستلم الطعام اللي بيحصل عليه كل يوم, لكن للأسف مفيش جودة فيه ولا طعم كويس, وكمان الأسعار غالية جدا مقارنة بجودة الأكل. أتمنى لو الحكومة تفكر تعمل تحسينات على الخدمات دي علشان الناس تقدر تستمتع بالأكل وترتاح أكتر. شكرا.",مكتب المدينة للغذاء,القاهرة,يا جماعة أنا عايز أقول لكم حاجة بخصوص خدمة التموين في القاهرة هي مش كويسة خالص احنا بنستلم الطعام اللي بيحصل عليه كل يوم لكن للأسف مفيش جودة فيه ولا طعم كويس وكمان الأسعار غالية جدا مقارنة بجودة الأكل أتمنى لو الحكومة تفكر تعمل تحسينات على الخدمات دي علشان الناس تقدر تستمتع بالأكل وترتاح أكتر شكرا,Negative
1,"أنا مش راضي على الخدمة دي خالص, أنا أتعامل معاهم منذ فترة طويلة وبجد بس للأسف مفيش تحسن ملحوظ. الأسعار غالية والأكل وحش ومش طعمه زي الأول. أتمنى يتغير الحال ويصير أحسن.",جمعية نوران للتموين,المنيا,أنا مش راضي على الخدمة دي خالص أنا أتعامل معاهم منذ فترة طويلة وبجد بس للأسف مفيش تحسن ملحوظ الأسعار غالية والأكل وحش ومش طعمه زي الأول أتمنى يتغير الحال ويصير أحسن,Negative
2,"أنا مش راضي خالص عن خدمة التوصيل دي, هي اصلا بتحصل مرة واحدة بالشهر بس! ولازم أدفع فلوس كتير عشان أحصل على حاجات بسيطة زي البطاطس والباذنجان والفول, يعني ايه ده? احنا عايشين في القرن الواحد والعشرين ولا إيه? ولو كنت رئيس مصر هغير كل حاجة related_posts=true",مكتب الطعام الصحي,القاهرة,أنا مش راضي خالص عن خدمة التوصيل دي هي اصلا بتحصل مرة واحدة بالشهر بس ولازم أدفع فلوس كتير عشان أحصل على حاجات بسيطة زي البطاطس والباذنجان والفول يعني ايه ده احنا عايشين في القرن الواحد والعشرين ولا إيه ولو كنت رئيس مصر هغير كل حاجة,Negative
5,"أنا سعيد جدا بالتغذية المدرسية الجديدة! إنها حقا أفضل بكثير من قبل, وأنا أقدر كل الدعم اللي بنهتم به لينا الطلاب. شكرا جزيلا على الاهتمام بنا جميعا.",جمعية طيبة للإطعام,دمياط,أنا سعيد جدا بالتغذية المدرسية الجديدة إنها حقا أفضل بكثير من قبل وأنا أقدر كل الدعم اللي بنهتم به لينا الطلاب شكرا جزيلا على الاهتمام بنا جميعا,Positive
3,"أنا مش عارف أقول إيه, لكن بصراحة, خدمة التوزيع دي محتاجة تعمل عليها بجد أكتر! مش عارفين نأكل كويس ولسنا بقالنا شهرين بنحاول نتصل بيهم ونروح عليهم علشان نعرف نستلم نص فرخة بتاعة التونة والفول والطعمية اللي المفروض يوصلوا لينا كل أسبوعين! يعني احنا مش عايزين حاجة خاصة بس إحنا عاوزين نعيش زي الناس!",مكتب لوجيستيات التموين,الجيزة,أنا مش عارف أقول إيه لكن بصراحة خدمة التوزيع دي محتاجة تعمل عليها بجد أكتر مش عارفين نأكل كويس ولسنا بقالنا شهرين بنحاول نتصل بيهم ونروح عليهم علشان نعرف نستلم نص فرخة بتاعة التونة والفول والطعمية اللي المفروض يوصلوا لينا كل أسبوعين يعني احنا مش عايزين حاجة خاصة بس إحنا عاوزين نعيش زي الناس,Negative
3,"أنا مش فاضي أقول أي حاجة عن التموين, لأن اللي بيعملوه بيخافوا مننا وبيصرفوا الحاجات على الناس التانية! لو عايزين نطور البلد لازم يكون فيه عدل وصحة وأمان للناس كلها, مش بس مجموعة قليلة بتستلم كل الدعم والدعم المستمر.",مكتب التموين,الدقهلية,أنا مش فاضي أقول أي حاجة عن التموين لأن اللي بيعملوه بيخافوا مننا وبيصرفوا الحاجات على الناس التانية لو عايزين نطور البلد لازم يكون فيه عدل وصحة وأمان للناس كلها مش بس مجموعة قليلة بتستلم كل الدعم والدعم المستمر,Negative
2,"أنا مش راضيا تماما على خدمة التموين دي, لأن الأسعار غالية أوي والخدمة سيئة جدا! أتمنى أنهم يحسنوا الأمور بسرعة قبل فوات الأوان.",مكتب الخير,الإسكندرية,أنا مش راضيا تماما على خدمة التموين دي لأن الأسعار غالية أوي والخدمة سيئة جدا أتمنى أنهم يحسنوا الأمور بسرعة قبل فوات الأوان,Negative
3,"أنا مش مرتاح أوي للطعام اللي بيقدموه لنا فخدمة التموين, إحنا عايزين أكلة صحية ولذيذة وكمان نظيفة. لو كانوا هيفهموا ده كويس, كان ممكن يكونوا أحسن بكتير.",مكتب سندس للتغذية,الدقهلية,أنا مش مرتاح أوي للطعام اللي بيقدموه لنا فخدمة التموين إحنا عايزين أكلة صحية ولذيذة وكمان نظيفة لو كانوا هيفهموا ده كويس كان ممكن يكونوا أحسن بكتير,Positive
1,"أنا مش راضيه على خدمات التموين في المحافظة, لأن الناس بيحصل لهم مشاكل كتير معاهم, زي التأخير والتقصير في التوصيل. أتمنى أنهم يحسنوا أنفسهم علشان نقدر نحسن تقييمهم.",جمعية الشروق,السويس,أنا مش راضيه على خدمات التموين في المحافظة لأن الناس بيحصل لهم مشاكل كتير معاهم زي التأخير والتقصير في التوصيل أتمنى أنهم يحسنوا أنفسهم علشان نقدر نحسن تقييمهم,Positive
3,"أنا مش سعيد جدا بالخدمات اللي بتقدمها الحكومة, خاصة التموين في الأسكندرية. الخدمات دي بتبقى بطيئة ومش متزنة. احنا محتاجين تطوير سريع علشان نقدر نستفيد منها بشكل أفضل.",مكتب الأغذية المتكاملة,الإسكندرية,أنا مش سعيد جدا بالخدمات اللي بتقدمها الحكومة خاصة التموين في الأسكندرية الخدمات دي بتبقى بطيئة ومش متزنة احنا محتاجين تطوير سريع علشان نقدر نستفيد منها بشكل أفضل,Negative
4,"أنا سعيد جدا بتلقي التغذية الراجعة الإيجابية على خدمتنا! نحن نعمل بجد لجعل تجربة الطعام ممتعة للجميع, ونقدر ملاحظتك الجيدة. نأمل أن تستمر تجربتك الرائعة مع خدماتنا. شكرا لك!",جمعية الأعمال الغذائية,القاهرة,أنا سعيد جدا بتلقي التغذية الراجعة الإيجابية على خدمتنا نحن نعمل بجد لجعل تجربة الطعام ممتعة للجميع ونقدر ملاحظتك الجيدة نأمل أن تستمر تجربتك الرائعة مع خدماتنا شكرا لك,Positive
5,"أنا سعيد جدا بالخدمة دي, فعلا ممتازه! أنا أتصور أنهم عملوا بجد عشان يوصلوا للي عايزوه.",مجلس التموين الاجتماعي في البداري,أسيوط,أنا سعيد جدا بالخدمة دي فعلا ممتازه أنا أتصور أنهم عملوا بجد عشان يوصلوا للي عايزوه,Positive
1,"أنا مش عارف أقول إيه, لكن الأكل ده كل يوم بيتأخر وبتقعد ساعات طويلة لحد ما يوصلوا للناس اللي عندهم طلبات! المفروض يكون عندنا حق الاختيار ونختار المكان المناسب لنا بدل كده. لو عاوزين نغير الوضع لازم نعمل استفتاء عشان نعرف رأي الناس فيه.",جمعية إطعام المجتمع,البحيرة,أنا مش عارف أقول إيه لكن الأكل ده كل يوم بيتأخر وبتقعد ساعات طويلة لحد ما يوصلوا للناس اللي عندهم طلبات المفروض يكون عندنا حق الاختيار ونختار المكان المناسب لنا بدل كده لو عاوزين نغير الوضع لازم نعمل استفتاء عشان نعرف رأي الناس فيه,Negative
4,"أنا سعيد جدا لخدمة التوصيل دي, لكنها محتاجة شوية تطوير علشان نقدر نستفيد منها بشكل أفضل. الأسعار معقولة بالنسبة للجودة, لكن أحيانا بيحصل تأخير مش طبيعي, ودي حاجة بتضايق الناس كتير. أتمنى أنهم يقدرون على حل المشكلة ده عشان يبقى تجربة أحسن للناس اللي مستخدمة للخدمة.",جمعية براعم الخير,الدقهلية,أنا سعيد جدا لخدمة التوصيل دي لكنها محتاجة شوية تطوير علشان نقدر نستفيد منها بشكل أفضل الأسعار معقولة بالنسبة للجودة لكن أحيانا بيحصل تأخير مش طبيعي ودي حاجة بتضايق الناس كتير أتمنى أنهم يقدرون على حل المشكلة ده عشان يبقى تجربة أحسن للناس اللي مستخدمة للخدمة,Positive
5,"أنا سعيد جدا بخدمة التموين في المحافظة! إنها بالفعل ممتازة, بتقييمها خمس نجوم على التوالي. شكرا لكم جميعا على هذا العمل الرائع.",مكتب نور الخير,كفر الشيخ,أنا سعيد جدا بخدمة التموين في المحافظة إنها بالفعل ممتازة بتقييمها خمس نجوم على التوالي شكرا لكم جميعا على هذا العمل الرائع,Positive
2,"أنا عايز أقول للناس اللي بيستخدموا خدمة التموين في سوهاج, مش عارف ليه بتستغلوها بطريقة خاطئة? احنا بنقولهم لازم يكونوا فاهمين إن الناس دي محتاجة الدعم فعلا ومش عاوزين يستغلوها زي ماحد استغلها قبل كده واحنا عارفين النتيجة. هنشوف مع بعض إزاي نقدر نحمي النظام ده ونمنع الاستغلال, لأن إحنا عندنا مسؤولية تجاه بلدنا والناس اللي عايشينها.",مركز طهطا للتغذية,سوهاج,أنا عايز أقول للناس اللي بيستخدموا خدمة التموين في سوهاج مش عارف ليه بتستغلوها بطريقة خاطئة احنا بنقولهم لازم يكونوا فاهمين إن الناس دي محتاجة الدعم فعلا ومش عاوزين يستغلوها زي ماحد استغلها قبل كده واحنا عارفين النتيجة هنشوف مع بعض إزاي نقدر نحمي النظام ده ونمنع الاستغلال لأن إحنا عندنا مسؤولية تجاه بلدنا والناس اللي عايشينها,Positive
4,"أنا سعيد بتقديم التعليقات الاجتماعية, ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بشكل مباشر. يمكنني تقديم تعليقات عامة حول أي موضوع تريده بناء على المعلومات المتاحة لي. هل هناك شيء محدد تود مني كتابته للتعليق الاجتماعي?",جمعية طيبة للإطعام,سوهاج,أنا سعيد بتقديم التعليقات الاجتماعية ولكن يرجى ملاحظة أنني لست قادرا على التفاعل مع المستخدمين بشكل مباشر يمكنني تقديم تعليقات عامة حول أي موضوع تريده بناء على المعلومات المتاحة لي هل هناك شيء محدد تود مني كتابته للتعليق الاجتماعي,Positive
5,"أنا سعيد جدا بالتغذية الراجعة على خدمتي للتوصيل! لقد تلقيت خمس نجوم, وهذا يعني أنني أقوم بعمل رائع. أحب تقديم الطعام الجيد للناس, وأعتز بالخدمة السريعة والدقيقة التي أقدمها. شكرا لك على دعمكم وثقتكم بي. أتمنى لكم يوم جيد!",جمعية مطبخ المنصورة,الدقهلية,أنا سعيد جدا بالتغذية الراجعة على خدمتي للتوصيل لقد تلقيت خمس نجوم وهذا يعني أنني أقوم بعمل رائع أحب تقديم الطعام الجيد للناس وأعتز بالخدمة السريعة والدقيقة التي أقدمها شكرا لك على دعمكم وثقتكم بي أتمنى لكم يوم جيد,Positive
3,"أنا شايف إن خدمة التموين في البحيرة مش كويسة خالص, لأن الناس بيحصل لهم نقص كبير في المواد الأساسية كل شهر, وده بيزود من المشاكل اللي بنواجهها بالفعل. لو الحكومة هتحسن الوضع ده هيبقا أفضل لينا كلنا.",مكتب الأغذية الصحية,البحيرة,أنا شايف إن خدمة التموين في البحيرة مش كويسة خالص لأن الناس بيحصل لهم نقص كبير في المواد الأساسية كل شهر وده بيزود من المشاكل اللي بنواجهها بالفعل لو الحكومة هتحسن الوضع ده هيبقا أفضل لينا كلنا,Negative
4,"أنا معجب جدا بخدمة التموين في الجيزة! رغم أنها كانت بطيئة شوية, لكن الأكل كان لذيذ ونظيف والخدمة رائعة. هنعمل طلب تاني قريب علشان نقدر نذوق كل أنواع الأطعمة المختلفة اللي عندهم. شكرا جزيلا على تقديم خدمات ممتازة للمواطنين. #تأمين_الجيزة #طعم_مصر",مكتب سند التموين,الجيزة,أنا معجب جدا بخدمة التموين في الجيزة رغم أنها كانت بطيئة شوية لكن الأكل كان لذيذ ونظيف والخدمة رائعة هنعمل طلب تاني قريب علشان نقدر نذوق كل أنواع الأطعمة المختلفة اللي عندهم شكرا جزيلا على تقديم خدمات ممتازة للمواطنين تأمينالجيزة طعممصر,Positive
5,"أنا سعيد جدا بتقديم خدمتي بتقييم عالي خمس نجوم! لقد كنت دائما أتطلع إلى تقديم أفضل الخدمات للمواطنين المصريين, وأقدر كل فرصة أتيح لي فيها ذلك. أشكركم على دعمكم وثقتكم بي, وأتطلع باستمرار لتقديم المزيد والمزيد من الجودة والتميز في جميع أعمالنا. شكرا لكم جميعا وأتمنى لكم يوما سعيدا ومليئا بالفرح والسعادة. #الدقهلية_تتميز",مكتب التموين,الدقهلية,أنا سعيد جدا بتقديم خدمتي بتقييم عالي خمس نجوم لقد كنت دائما أتطلع إلى تقديم أفضل الخدمات للمواطنين المصريين وأقدر كل فرصة أتيح لي فيها ذلك أشكركم على دعمكم وثقتكم بي وأتطلع باستمرار لتقديم المزيد والمزيد من الجودة والتميز في جميع أعمالنا شكرا لكم جميعا وأتمنى لكم يوما سعيدا ومليئا بالفرح والسعادة الدقهليةتتميز,Positive
4,"أنا شايف إن خدمات التموين بتتحسن بشكل ملحوظ, لكن لسه مش تمام. أنا راض عن اللي بيحصل دلوقتي بس أتمنى إنه يتحسن أكتر علشان الناس اللي محتاجة.",مؤسسة هناء للضيافة,القاهرة,أنا شايف إن خدمات التموين بتتحسن بشكل ملحوظ لكن لسه مش تمام أنا راض عن اللي بيحصل دلوقتي بس أتمنى إنه يتحسن أكتر علشان الناس اللي محتاجة,Neutral
4,"أنا مش فاضي أقول حاجة حلوة عن التموين, لكن لازم أقدر مجهود الحكومة عشان توفر لنا الحاجات الأساسية. لكن برضه محتاجة تحسن كتير علشان نقدر نثق فيها ونفضل مستمتعين بالخدمة.",جمعية حياه طيبة,القاهرة,أنا مش فاضي أقول حاجة حلوة عن التموين لكن لازم أقدر مجهود الحكومة عشان توفر لنا الحاجات الأساسية لكن برضه محتاجة تحسن كتير علشان نقدر نثق فيها ونفضل مستمتعين بالخدمة,Negative
5,"أنا سعيد جدا بالخدمة اللي قدمتها الحكومة المصرية, فهي فعلا ممتازة وممتازة! إنها تساعد الناس كتير وتساعدهم على توفير الوقت والجهد كمان. شكرا جزيلا للحكومة وكل العاملين فيها! #المنيا_تنتعش",مكتب نور الحياة,المنيا,أنا سعيد جدا بالخدمة اللي قدمتها الحكومة المصرية فهي فعلا ممتازة وممتازة إنها تساعد الناس كتير وتساعدهم على توفير الوقت والجهد كمان شكرا جزيلا للحكومة وكل العاملين فيها المنياتنتعش,Positive
4,"أنا سعيد جدا بتقديم هذا التعليق البسيط على خدمة التموين في محافظتنا الحبيبة, المنيا. لقد كانت تجربة رائعة بالفعل! بالرغم من بعض الصعوبات التي واجهتها خلال الأيام القليلة الماضية بسبب الازدحام الشديد ونقص السلع الأساسية, إلا أنني أعتقد أننا نحقق تقدما كبيرا نحو تحسين جودة الخدمات المقدمة للمواطنين. أتطلع إلى المزيد من التحسينات والدعم المستمر لهذه المبادرة الرائعة. شكرا لكم جميعا.",الجمعية المصرية لخدمات التموين,المنيا,أنا سعيد جدا بتقديم هذا التعليق البسيط على خدمة التموين في محافظتنا الحبيبة المنيا لقد كانت تجربة رائعة بالفعل بالرغم من بعض الصعوبات التي واجهتها خلال الأيام القليلة الماضية بسبب الازدحام الشديد ونقص السلع الأساسية إلا أنني أعتقد أننا نحقق تقدما كبيرا نحو تحسين جودة الخدمات المقدمة للمواطنين أتطلع إلى المزيد من التحسينات والدعم المستمر لهذه المبادرة الرائعة شكرا لكم جميعا,Positive
1,"يا جماعة, أنا مش عارف ليه الناس بتقول إن خدمة التوزيع دي سيئة جدا? هي فعلا كده ولا إيه؟ لأن بصراحة, أنا مستلم التوزيعة ولسه شايفها أحسن حاجة حصلت لي.",مكتب النجاح,الدقهلية,يا جماعة أنا مش عارف ليه الناس بتقول إن خدمة التوزيع دي سيئة جدا هي فعلا كده ولا إيه لأن بصراحة أنا مستلم التوزيعة ولسه شايفها أحسن حاجة حصلت لي,Positive
4,"أنا شايف إن نظام توزيع الطعام ده بيقدم خدمات كويسة فعلا, بس أنا بشوف كمان إنه ممكن يكون أفضل لو كان فيه تنظيم أكثر وأوقات توصيل أكتر انتظام.",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا شايف إن نظام توزيع الطعام ده بيقدم خدمات كويسة فعلا بس أنا بشوف كمان إنه ممكن يكون أفضل لو كان فيه تنظيم أكثر وأوقات توصيل أكتر انتظام,Positive
4,"أنا سعيد جدا بتلقي تعليقاتكم حول خدماتنا, وأتمنى أن تكونوا راضين عنها. نحن نعمل بجد لتحسين الخدمات التي نقدمها لكم. شكرا جزيلا على دعمكم المستمر.",اتحاد الغذاء الصحي,الإسكندرية,أنا سعيد جدا بتلقي تعليقاتكم حول خدماتنا وأتمنى أن تكونوا راضين عنها نحن نعمل بجد لتحسين الخدمات التي نقدمها لكم شكرا جزيلا على دعمكم المستمر,Positive
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي ممتازة وممتازة تماما! إنها تستحق خمس نجوم فعلا, مش عارفين نقدر قيمة كده في بلدنا. شكرا جزيلا على خدمتكم الرائعة!",مكتب نور الخير,كفر الشيخ,أنا سعيد جدا بخدمة التموين في المحافظة فهي ممتازة وممتازة تماما إنها تستحق خمس نجوم فعلا مش عارفين نقدر قيمة كده في بلدنا شكرا جزيلا على خدمتكم الرائعة,Positive
4,"أنا سعيد جدا بتقديم خدمتي للمتابعين الكرام على هذا الموقع التواصل الاجتماعي الرائع. لقد قدمت تقييمي للخدمة بتقييم جيد وهو أربعة من أصل خمس نجوم. أعتقد أنه يمكن تحسين بعض الجوانب, ولكن بشكل عام, أقدر الجهد المبذول وأقدر كل الجهود المبذولة لتقديم خدمات أفضل للمواطنين. شكرا جزيلا لكم جميعا وأتمنى دوام الصحة والعافية للجميع.",جمعية إطعام المجتمع,البحيرة,أنا سعيد جدا بتقديم خدمتي للمتابعين الكرام على هذا الموقع التواصل الاجتماعي الرائع لقد قدمت تقييمي للخدمة بتقييم جيد وهو أربعة من أصل خمس نجوم أعتقد أنه يمكن تحسين بعض الجوانب ولكن بشكل عام أقدر الجهد المبذول وأقدر كل الجهود المبذولة لتقديم خدمات أفضل للمواطنين شكرا جزيلا لكم جميعا وأتمنى دوام الصحة والعافية للجميع,Positive
4,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها الحكومة في المنصورة, بس للأسف مش كل الناس بيستفيدوا منها بشكل صحيح. لو كان لي حق الاختيار كنت اخترت مكان تاني عشان أقدر أستلم الحاجات اللي محتاجاها. أتمنى أنهم يقدرون على تحسين الوضع أكثر وأكثر علشان نقدر نحقق التنمية المطلوبة.",مكتب زهراء,الدقهلية,أنا سعيد جدا بالخدمة التموينية اللي بتقدمها الحكومة في المنصورة بس للأسف مش كل الناس بيستفيدوا منها بشكل صحيح لو كان لي حق الاختيار كنت اخترت مكان تاني عشان أقدر أستلم الحاجات اللي محتاجاها أتمنى أنهم يقدرون على تحسين الوضع أكثر وأكثر علشان نقدر نحقق التنمية المطلوبة,Positive
2,"أنا مش راضية خالص عن خدمة التموين في بني سويف, ده حتى لو كانت بتقدم حاجة مهمة للناس اللي محتاجين الدعم. الطعام دايما سيء والمواعيد متغيرة باستمرار ومش بيتوقعوا كويس. أمال إيه الحل?!",مكتب الرابطة,بني سويف,أنا مش راضية خالص عن خدمة التموين في بني سويف ده حتى لو كانت بتقدم حاجة مهمة للناس اللي محتاجين الدعم الطعام دايما سيء والمواعيد متغيرة باستمرار ومش بيتوقعوا كويس أمال إيه الحل,Negative
4,"أنا سعيد جدا بتقديم خدمات التموين في محافظتي, لكن للأسف الشديد هناك بعض الأخطاء التي تحدث أحيانا, مثل نقص المواد الغذائية الأساسية وعدم وجود الرقابة الكافية على الجودة والنظافة العامة. أتمنى حل تلك المشكلات قريبا لتحسين تجربة العملاء بشكل عام.",جمعية السلام للضيافة,أسيوط,أنا سعيد جدا بتقديم خدمات التموين في محافظتي لكن للأسف الشديد هناك بعض الأخطاء التي تحدث أحيانا مثل نقص المواد الغذائية الأساسية وعدم وجود الرقابة الكافية على الجودة والنظافة العامة أتمنى حل تلك المشكلات قريبا لتحسين تجربة العملاء بشكل عام,Positive
5,"أنا سعيد جدا بخدمة التموين لأنها فعلا بتوفر لينا حاجاتنا وتريح علينا من الشغل كتير أوي, بس المشكلة الوحيدة هي إنهم أحيانا بيكونوا متأخرين شوية على المواعيد المحددة, وبصراحة ده بيضايقنا قوي. أتمنى أنهم يحسنوا التوقيت علشان نقدر نستمتع بالخدمة كويس. شكرا!",مكتب نور,أسيوط,أنا سعيد جدا بخدمة التموين لأنها فعلا بتوفر لينا حاجاتنا وتريح علينا من الشغل كتير أوي بس المشكلة الوحيدة هي إنهم أحيانا بيكونوا متأخرين شوية على المواعيد المحددة وبصراحة ده بيضايقنا قوي أتمنى أنهم يحسنوا التوقيت علشان نقدر نستمتع بالخدمة كويس شكرا,Positive
1,"أنا مش بحب خدمة التموين في الجيزة, دي بتكون صعبة جدا وبتخلي الناس تعبانين أوي ومش راضيين على الإطلاق! لو كان ممكن نعمل حاجة لتحسينها, ده سيكون أفضل كتير.",جمعية التموين السعيد بالجيزة,الجيزة,أنا مش بحب خدمة التموين في الجيزة دي بتكون صعبة جدا وبتخلي الناس تعبانين أوي ومش راضيين على الإطلاق لو كان ممكن نعمل حاجة لتحسينها ده سيكون أفضل كتير,Negative
1,"أنا مش عارف أقول إيه, لكن الأكل ده كله ملهوش طعم ولا طعم! كل يوم بنأكل نفس الحاجات, ومع ذلك مفيش تحسن! لو كان فيه اهتمام حقيقي بنا كانوا عملوا حاجة مختلفة قبل كده. الناس بتعب وجوع ومش عارفين يعيشوا حياة كريمة. أتمنى يكون هناك تغيير قريب علشان نقدر نعيش بكرامة.",مكتب الأغذية الصحي لمطروح,مطروح,أنا مش عارف أقول إيه لكن الأكل ده كله ملهوش طعم ولا طعم كل يوم بنأكل نفس الحاجات ومع ذلك مفيش تحسن لو كان فيه اهتمام حقيقي بنا كانوا عملوا حاجة مختلفة قبل كده الناس بتعب وجوع ومش عارفين يعيشوا حياة كريمة أتمنى يكون هناك تغيير قريب علشان نقدر نعيش بكرامة,Negative
4,"أنا شايف إن خدمة التوصيل دي مش كويسة أوي, بصراحة. أول مرة طلبت فيها كانت الأكلة باردة ومش بتستوي كويس, التاني أنا جربت أتكلم مع المندوب بتاعهم على التليفون بس كان الموضوع كله معقد جدا ومفيش فايده.",مكتب هناء للتغذية,القاهرة,أنا شايف إن خدمة التوصيل دي مش كويسة أوي بصراحة أول مرة طلبت فيها كانت الأكلة باردة ومش بتستوي كويس التاني أنا جربت أتكلم مع المندوب بتاعهم على التليفون بس كان الموضوع كله معقد جدا ومفيش فايده,Negative
2,"أنا مش راضي خالص على خدمات التموين دي, أنا بحاول أكسب قوتي بس للأسف مفيش أمل! الأسعار مرتفعة جدا والناس بتعب كتير علشان توفر الحاجات اللي محتاجينها. أتمنى لو الحكومة تقدر تعمل حاجة تحسن الوضع.",جمعية غذاء الحياة,المنوفية,أنا مش راضي خالص على خدمات التموين دي أنا بحاول أكسب قوتي بس للأسف مفيش أمل الأسعار مرتفعة جدا والناس بتعب كتير علشان توفر الحاجات اللي محتاجينها أتمنى لو الحكومة تقدر تعمل حاجة تحسن الوضع,Negative
3,"أنا مش راضيين خالص عن خدمات التموين في القليوبية, عشان كده بقدم لها تقييم ثلاث نجوم على الموقع الاجتماعي ده! إحنا محتاجين تحسنوا كتير علشان نقدر نقول إن احنا بنستفيد منهم فعلا.",جمعية السندس,القليوبية,أنا مش راضيين خالص عن خدمات التموين في القليوبية عشان كده بقدم لها تقييم ثلاث نجوم على الموقع الاجتماعي ده إحنا محتاجين تحسنوا كتير علشان نقدر نقول إن احنا بنستفيد منهم فعلا,Positive
1,"أنا مش راضي خالص عن خدمة التموين, فهي دايما متأخرة وغير منظمة. كل مرة أروح فيها أطلب حاجاتي بقالها ساعات وأنا واقف قدام الباب ولا أعرف أشوف حد ييجي يستلم طلباتي! لو كان عندنا خيارات أفضل أكيد كنت اخترت منها.",جمعية حياه طيبة,القاهرة,أنا مش راضي خالص عن خدمة التموين فهي دايما متأخرة وغير منظمة كل مرة أروح فيها أطلب حاجاتي بقالها ساعات وأنا واقف قدام الباب ولا أعرف أشوف حد ييجي يستلم طلباتي لو كان عندنا خيارات أفضل أكيد كنت اخترت منها,Negative
1,"أنا مش راضيا خالص على خدمات التموين في المحافظة دي, فهي دائما متأخرة ولا توفر لنا الحاجات اللازمة اللي احنا محتاجينها. هننصح الناس بتجنب التعامل مع التانية ونطلب تغيير الإدارة فورا!",الجمعية المصرية لتغذية الأسرة,البحيرة,أنا مش راضيا خالص على خدمات التموين في المحافظة دي فهي دائما متأخرة ولا توفر لنا الحاجات اللازمة اللي احنا محتاجينها هننصح الناس بتجنب التعامل مع التانية ونطلب تغيير الإدارة فورا,Negative
5,"أنا سعيد جدا بخدمة التموين في البحيرة, فهي تساعد الناس على توفير الوقت والجهد في الذهاب إلى المخابز والمطاعم للحصول على الطعام.",اتحاد بركة السمك الأبيض,البحيرة,أنا سعيد جدا بخدمة التموين في البحيرة فهي تساعد الناس على توفير الوقت والجهد في الذهاب إلى المخابز والمطاعم للحصول على الطعام,Positive
1,"أنا مش عارفة أتكلم بصراحة, لكن أعتقد إن خدمات التموين محتاجة تطوير كبير علشان نقدر نحقق التقدم المطلوب. على الأقل, ده رأيي الشخصي!",مكتب الشروق للغذاء,القاهرة,أنا مش عارفة أتكلم بصراحة لكن أعتقد إن خدمات التموين محتاجة تطوير كبير علشان نقدر نحقق التقدم المطلوب على الأقل ده رأيي الشخصي,Negative
