stars,review,district,governorate,clean_review
4,"أنا سعيد جدا بتلقي التغذية المدرسية! إنها تعطيني طاقة جديدة للحياة اليومية, وأنا ممتن لكل وجبة أتناولها فيها. ولكن أتمنى لو كان هناك المزيد من التنوع في الطعام حتى يكون أكثر شهية, لأن بعض الأيام أكون مشوش على نفس الأشياء. بالرغم من ذلك, أقدر مجهودات الحكومة لتوفير هذا البرنامج للأطفال الصغار مثلنا. شكرا لكم جميعا!",مكتب الأعمال الغذائية,أسيوط,أنا سعيد جدا بتلقي التغذية المدرسية إنها تعطيني طاقة جديدة للحياة اليومية وأنا ممتن لكل وجبة أتناولها فيها ولكن أتمنى لو كان هناك المزيد من التنوع في الطعام حتى يكون أكثر شهية لأن بعض الأيام أكون مشوش على نفس الأشياء بالرغم من ذلك أقدر مجهودات الحكومة لتوفير هذا البرنامج للأطفال الصغار مثلنا شكرا لكم جميعا
5,"أنا سعيد جدا بتقديم خدمات التموين الممتازة التي نقدمها هنا في مدينة بورسعيد! كل شيء يتم تنظيمه بشكل مثالي, ونستطيع دائما الحصول على الطعام اللذيذ والمفيد بسعر مناسب. شكرا جزيلا لكم جميعا على هذا العمل الرائع!",مكتب السعادة,بورسعيد,أنا سعيد جدا بتقديم خدمات التموين الممتازة التي نقدمها هنا في مدينة بورسعيد كل شيء يتم تنظيمه بشكل مثالي ونستطيع دائما الحصول على الطعام اللذيذ والمفيد بسعر مناسب شكرا جزيلا لكم جميعا على هذا العمل الرائع
2,"أنا مش عارف أقول إيه, لكن أعتقد إن نظام التوزيع ده محتاج تطوير كبير عشان يكون أفضل. للأسف دي التجربة الوحيدة لي مع التموين ولازم أحكي عنها كده!",مكتب الأعمال الغذائية,أسيوط,أنا مش عارف أقول إيه لكن أعتقد إن نظام التوزيع ده محتاج تطوير كبير عشان يكون أفضل للأسف دي التجربة الوحيدة لي مع التموين ولازم أحكي عنها كده
4,"أنا سعيد جدا بالخدمة التموينية اللي حصلت عليها من المحافظة, بس للأسف مش كل مرة يكون التسليم على الوقت المحدد, وأنا بتوقع إنهم يعملوا حاجة علشان الناس تستريح شوية ويارب يكونوا فهموني.",مكتب الرابطة الغذائية,البحيرة,أنا سعيد جدا بالخدمة التموينية اللي حصلت عليها من المحافظة بس للأسف مش كل مرة يكون التسليم على الوقت المحدد وأنا بتوقع إنهم يعملوا حاجة علشان الناس تستريح شوية ويارب يكونوا فهموني
4,"أنا مش فاهم حاجه, ده كله كلام متكلم! لو سمحت ممكن توضحلي أكتر?",جمعية التعاون الغذائي,البحيرة,أنا مش فاهم حاجه ده كله كلام متكلم لو سمحت ممكن توضحلي أكتر
2,"أنا مش راضيين عن جودة الأكل ده, دايما بيكون بارد ومش طعمه حلو زي الأول. لو عايزين الناس تقدر على الموقع الاجتماعي بجد لازم يتحسنوا أوي.",الجمعية المصرية للغذاء,القاهرة,أنا مش راضيين عن جودة الأكل ده دايما بيكون بارد ومش طعمه حلو زي الأول لو عايزين الناس تقدر على الموقع الاجتماعي بجد لازم يتحسنوا أوي
3,"أنا مش راضي خالص عن خدمة التموين دي, والله لو أديك تقييمها ب4/5 كنت أفضل حالا!",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا مش راضي خالص عن خدمة التموين دي والله لو أديك تقييمها ب كنت أفضل حالا
3,"أنا بتكلم عن خدمات التموين في القاهرة, أنا بعتبرها كويسة بالنسبة للدرجة دي, لكن مش زيما كانت قبل كده. كنت بتحصل كل اللي تحتاجه وبجده بس دلوقتي لازم تروح كتير مرة عشان تحصل على الحاجات الأساسية.",مكتب الشروق للتوريدات الغذائية,القاهرة,أنا بتكلم عن خدمات التموين في القاهرة أنا بعتبرها كويسة بالنسبة للدرجة دي لكن مش زيما كانت قبل كده كنت بتحصل كل اللي تحتاجه وبجده بس دلوقتي لازم تروح كتير مرة عشان تحصل على الحاجات الأساسية
5,"أنا سعيد جدا بالخدمة اللي قدمتها, مش عارف إزاي أقدرها أكتر! كانت ممتازة بكل المقاييس, الأكل كان طازج ومعد بشكل صحيح والموظفين كانوا لطفاء ومهنيين. أتمنى أنهم يستمرون على هذا المستوى لأن ده حاجة عظيمة للبلد كلها. شكرا جزيلا يا وزارة التموين! #وزارة_التموين_المصرية",مكتب المدينة للغذاء,القاهرة,أنا سعيد جدا بالخدمة اللي قدمتها مش عارف إزاي أقدرها أكتر كانت ممتازة بكل المقاييس الأكل كان طازج ومعد بشكل صحيح والموظفين كانوا لطفاء ومهنيين أتمنى أنهم يستمرون على هذا المستوى لأن ده حاجة عظيمة للبلد كلها شكرا جزيلا يا وزارة التموين وزارةالتموينالمصرية
4,"أنا سعيد بتقديم تقييمي للخدمة التموينية في الاسماعيلية, على الرغم من أنها ليست مثالية ولكنها مقبولة بالنسبة لي. أتمنى تحسينها أكثر للأفضل.",مكتب الأمل,الإسماعيلية,أنا سعيد بتقديم تقييمي للخدمة التموينية في الاسماعيلية على الرغم من أنها ليست مثالية ولكنها مقبولة بالنسبة لي أتمنى تحسينها أكثر للأفضل
2,"أنا مش عارفة أقول رأيك, بس أعتقد أنه يمكن يتحسن شوية لو عملوا بعض التعديلات الصغيرة على طريقة التوصيل والتقديم. وكمان نقدر نفضل نشوف المزيد من التنوع في الأطباق المتاحة. شكرا!",جمعية الواحة,السويس,أنا مش عارفة أقول رأيك بس أعتقد أنه يمكن يتحسن شوية لو عملوا بعض التعديلات الصغيرة على طريقة التوصيل والتقديم وكمان نقدر نفضل نشوف المزيد من التنوع في الأطباق المتاحة شكرا
3,"أنا مش راضيا جدا على خدمات التموين في المحافظة, لأن دايما بنشوف مشاكل وحاجات كتير بتتأخر. لكن أتمنى أنهم يحسنوا الأداء ويتعاملوا مع كل الشكاوى بسرعة وكفاءة أكبر.",مكتب التغذية,السويس,أنا مش راضيا جدا على خدمات التموين في المحافظة لأن دايما بنشوف مشاكل وحاجات كتير بتتأخر لكن أتمنى أنهم يحسنوا الأداء ويتعاملوا مع كل الشكاوى بسرعة وكفاءة أكبر
4,"أنا سعيد جدا بتلقي هذا التعليق الإيجابي على خدمتنا للتوصيل! نحن نقدر دعمكم ونعمل بجد لتقديم أفضل تجربة ممكنة لكل عملائنا الكرام. شكرا لكم, وأتمنى لكم يوما سعيدا!",المكتب المصري لتوريد الأغذية,الغربية,أنا سعيد جدا بتلقي هذا التعليق الإيجابي على خدمتنا للتوصيل نحن نقدر دعمكم ونعمل بجد لتقديم أفضل تجربة ممكنة لكل عملائنا الكرام شكرا لكم وأتمنى لكم يوما سعيدا
1,"أنا مش راضيه عن خدمات التموين في محافظتنا, احنا بنستنا من زمان ونريد تحسينات حقيقية عشان نقدر نعيش حياة أفضل.",مكتب الطعام الصحي,قنا,أنا مش راضيه عن خدمات التموين في محافظتنا احنا بنستنا من زمان ونريد تحسينات حقيقية عشان نقدر نعيش حياة أفضل
1,"أنا مش راضيا على خدمات التموين دي خالص! مفيش جودة ولا احترام للعملاء, كل مرة لازم نكرر نفس الكلام ونطالب بتحسين الخدمات علشان نقدر نستفيد منها بشكل صحيح.",مكتب الطعام الصحي,الإسكندرية,أنا مش راضيا على خدمات التموين دي خالص مفيش جودة ولا احترام للعملاء كل مرة لازم نكرر نفس الكلام ونطالب بتحسين الخدمات علشان نقدر نستفيد منها بشكل صحيح
4,"الحمد لله على كل حال, أنا راضي تماما عن خدمات التموين اللي بنحصل عليها هنا في الجيزة. بس فيه بعض الأوقات بتكون طويلة جدا ومليانة ناس, لكن بشكل عام هي كويسة.",اتحاد مطبخ الحياة,الجيزة,الحمد لله على كل حال أنا راضي تماما عن خدمات التموين اللي بنحصل عليها هنا في الجيزة بس فيه بعض الأوقات بتكون طويلة جدا ومليانة ناس لكن بشكل عام هي كويسة
5,"أنا سعيد جدا بخدمة التموين في محافظة السويس! إنها بالفعل ممتازة وتفي بتوقعاتي تماما. الطعام لذيذ والشاي حلو, والأفضل من ذلك كله أنه يأتي بانتظام وفي الوقت المحدد بالضبط. شكرا جزيلا على هذا العرض الرائع!",مكتب الحياة,السويس,أنا سعيد جدا بخدمة التموين في محافظة السويس إنها بالفعل ممتازة وتفي بتوقعاتي تماما الطعام لذيذ والشاي حلو والأفضل من ذلك كله أنه يأتي بانتظام وفي الوقت المحدد بالضبط شكرا جزيلا على هذا العرض الرائع
5,"أنا مش عارف إيه اللي بيحصل, النهاردة جبتلي أكلة تونة وحمص على الفطار, لكن كان فيها حاجة غريبة جدا! كانت التونة بتتبل بالملح والفلفل بس, ولا حتى أي خلطة تاني!",جمعية السندس,القليوبية,أنا مش عارف إيه اللي بيحصل النهاردة جبتلي أكلة تونة وحمص على الفطار لكن كان فيها حاجة غريبة جدا كانت التونة بتتبل بالملح والفلفل بس ولا حتى أي خلطة تاني
4,"أنا مش عارف أقول ايه على خدمة التموين, لكن بصراحة هي ليست بأفضل حال. أنا أعطيها أربعة من أصل خمسة لأن ممكن يكون أحسن بكتير. ولكن لو عايزين نقدر فعلا لازم نعمل بعض التغييرات ونبذل مجهود أكبر علشان نكون قادرين على تقديم خدمات أفضل للمواطنين.",مكتب إمداد الغربية,الغربية,أنا مش عارف أقول ايه على خدمة التموين لكن بصراحة هي ليست بأفضل حال أنا أعطيها أربعة من أصل خمسة لأن ممكن يكون أحسن بكتير ولكن لو عايزين نقدر فعلا لازم نعمل بعض التغييرات ونبذل مجهود أكبر علشان نكون قادرين على تقديم خدمات أفضل للمواطنين
4,أنا سعيد جدا بأن خدمتي للتموين حصلت على تقييم أربعة من أصل خمس نجوم! هذا يعني أنني راضٍ تمامًا عنها وأقدر الجهود التي يبذلها الموظفون للحفاظ على نظافة الطعام وتنظيمه بشكل جيد كل يوم. أتمنى أن تستمر الخدمة في التحسن وأن يستمتع الجميع بوجباتهم الصحية واللذيذة. شكرا لكم جميعا.,الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا سعيد جدا بأن خدمتي للتموين حصلت على تقييم أربعة من أصل خمس نجوم هذا يعني أنني راض تماما عنها وأقدر الجهود التي يبذلها الموظفون للحفاظ على نظافة الطعام وتنظيمه بشكل جيد كل يوم أتمنى أن تستمر الخدمة في التحسن وأن يستمتع الجميع بوجباتهم الصحية واللذيذة شكرا لكم جميعا
5,"أنا سعيد جدا بالخدمة اللي بنعملها, بس أنا عايزهم يضيفوا بعض الاختيارات الجديدة عشان الناس تقدر تختار منها.",جمعية طيبة للإطعام,سوهاج,أنا سعيد جدا بالخدمة اللي بنعملها بس أنا عايزهم يضيفوا بعض الاختيارات الجديدة عشان الناس تقدر تختار منها
4,أنا سعيد جدا بأن خدمتي التموينية حصلت على تقييم جيد من قبلك! أقدر كل التعليقات الإيجابية التي أتلقاها وأعمل بجد لتحسين خدماتي بشكل مستمر لتلبية احتياجاتكم وتوقعاتكم. شكرا لك مرة أخرى وأتمنى لكم يوم رائع.,مكتب التموين الدائم,دمياط,أنا سعيد جدا بأن خدمتي التموينية حصلت على تقييم جيد من قبلك أقدر كل التعليقات الإيجابية التي أتلقاها وأعمل بجد لتحسين خدماتي بشكل مستمر لتلبية احتياجاتكم وتوقعاتكم شكرا لك مرة أخرى وأتمنى لكم يوم رائع
1,"أنا مش عارف أتكلم بصراحة, لكن بصراحة, خدمة التموين دي بتطلعنا للوراء! كل يوم بنشوف حاجات جديدة بتصعب علينا الحياة, وبنعمل اللي نقدر عليه علشان نعيش. احنا محتاجين نتقدم ونغير الأمور للأفضل.",مجلس الأزرقي,بورسعيد,أنا مش عارف أتكلم بصراحة لكن بصراحة خدمة التموين دي بتطلعنا للوراء كل يوم بنشوف حاجات جديدة بتصعب علينا الحياة وبنعمل اللي نقدر عليه علشان نعيش احنا محتاجين نتقدم ونغير الأمور للأفضل
4,"أنا سعيد جدا بخدمة التموين في محافظة الجيزة لأنها تساعدنا على توفير الوقت والجهد بدلا من الذهاب إلى المحلات لشراء الطعام كل يوم. لكن أحيانا بيكون فيه تأخير في التوصيل, وأحيان أخرى يكون الأسعار مرتفعة شوية. رغم ذلك, أقدر أنها موجودة علشان نقدر نأكل كويس ونبقى بصحة جيدة.",جمعية التموين السعيد بالجيزة,الجيزة,أنا سعيد جدا بخدمة التموين في محافظة الجيزة لأنها تساعدنا على توفير الوقت والجهد بدلا من الذهاب إلى المحلات لشراء الطعام كل يوم لكن أحيانا بيكون فيه تأخير في التوصيل وأحيان أخرى يكون الأسعار مرتفعة شوية رغم ذلك أقدر أنها موجودة علشان نقدر نأكل كويس ونبقى بصحة جيدة
3,"أنا سعيد جدا لتقديم تعليقاتكم حول خدمات التموين في محافظتنا الحبيبة. نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا لتلبية احتياجاتكم وتوقعاتكم. شكرا لتفهمكم وتعاونكم, ونتطلع إلى خدمتكم دائما بأفضل طريقة ممكنة. مع خالص التحية والاحترام, فريق الدعم الخاص بكم.",جمعية الشروق,السويس,أنا سعيد جدا لتقديم تعليقاتكم حول خدمات التموين في محافظتنا الحبيبة نحن نقدر ملاحظاتكم ونعمل بجد لتحسين خدماتنا لتلبية احتياجاتكم وتوقعاتكم شكرا لتفهمكم وتعاونكم ونتطلع إلى خدمتكم دائما بأفضل طريقة ممكنة مع خالص التحية والاحترام فريق الدعم الخاص بكم
4,"أنا بعتقد إن نظام التوزيع دا كويس جدا, لكن فيه بعض المشاكل اللي بتضايق الناس. مثلا, بعض الأوقات بيبقى عندنا حاجات مش كفاية للناس كلها. ودي حاجة مزعجة فعلا.",مكتب غذاء المحافظة,الدقهلية,أنا بعتقد إن نظام التوزيع دا كويس جدا لكن فيه بعض المشاكل اللي بتضايق الناس مثلا بعض الأوقات بيبقى عندنا حاجات مش كفاية للناس كلها ودي حاجة مزعجة فعلا
4,"أنا سعيد جدا بخدمة التموين في سوهاج, لأنها فعلا بتعمل شغل كويس وبتحافظ على النظام والأمان للجميع, بس للأسف الحاجات دي محتاجة تطوير أكثر علشان نقدر نستفيد منها بشكل أفضل.",مكتب نوران للتغذية,سوهاج,أنا سعيد جدا بخدمة التموين في سوهاج لأنها فعلا بتعمل شغل كويس وبتحافظ على النظام والأمان للجميع بس للأسف الحاجات دي محتاجة تطوير أكثر علشان نقدر نستفيد منها بشكل أفضل
4,"أنا سعيد بخدمة التموين اللي بنحصل عليها هنا في مرسى مطروح, بس لو كان فيه تحسينات زي زيادة الخيارات والأصناف دي كانت مش هتكون أفضل.",مكتب السواني,مطروح,أنا سعيد بخدمة التموين اللي بنحصل عليها هنا في مرسى مطروح بس لو كان فيه تحسينات زي زيادة الخيارات والأصناف دي كانت مش هتكون أفضل
1,"أنا مش راضيا على خدمات التموين هنا في إسكندرية, حتى لو كان الخمس نجوم هي الأفضل. الأسعار غالية جدا ومش بتقدموا نفس الجودة اللي بنشوفها في القاهرة. أتمنى أنهم يعملوا شيء لتحسين الوضع ده.",مكتب التعاون الغذائي,الإسكندرية,أنا مش راضيا على خدمات التموين هنا في إسكندرية حتى لو كان الخمس نجوم هي الأفضل الأسعار غالية جدا ومش بتقدموا نفس الجودة اللي بنشوفها في القاهرة أتمنى أنهم يعملوا شيء لتحسين الوضع ده
1,"أنا مش راضي على الخدمة دي خالص! كل مرة أطلب منها حاجة, يجيبوا ليها بعد أسبوع, وأنا أصلا لازم أتحرك عشان أحصل عليها. لو كانوا عايزين يشوفوا شغلهم صح, كان عليهم يوصلوها بسرعة أكتر.",مكتب الأغذية المتكاملة,الإسكندرية,أنا مش راضي على الخدمة دي خالص كل مرة أطلب منها حاجة يجيبوا ليها بعد أسبوع وأنا أصلا لازم أتحرك عشان أحصل عليها لو كانوا عايزين يشوفوا شغلهم صح كان عليهم يوصلوها بسرعة أكتر
3,"أنا سعيد جدا أني قدرت أشارك تجربتي مع خدمات التموين في المنصورة, لكن بصراحة مش راضيا تماما عنها. كنت أتمنى لو كانت أفضل شوية علشان نقدر نستفيد منها بشكل صحيح. على الرغم من ذلك, أقدر الجهود اللي بيتم بذلها لتحسين الخدمات العامة للناس. بالتوفيق للجميع!",مكتب سندس للتغذية,الدقهلية,أنا سعيد جدا أني قدرت أشارك تجربتي مع خدمات التموين في المنصورة لكن بصراحة مش راضيا تماما عنها كنت أتمنى لو كانت أفضل شوية علشان نقدر نستفيد منها بشكل صحيح على الرغم من ذلك أقدر الجهود اللي بيتم بذلها لتحسين الخدمات العامة للناس بالتوفيق للجميع
5,"أنا أحب الخدمات اللي بتقدمها الحكومة, خاصة التموين, لأنه بيوفر لينا الطعام بأسعار رخيصة جدا. أنا مش عايز حاجة تانية غير كده.",جمعية مطبخ التحرير,القاهرة,أنا أحب الخدمات اللي بتقدمها الحكومة خاصة التموين لأنه بيوفر لينا الطعام بأسعار رخيصة جدا أنا مش عايز حاجة تانية غير كده
1,"أنا مش فاهم حاجه! دي خدمه زباله ومش بتعملها صح, لازم يتغيروا للأحسن عشان نقدر نستمتع بالحياة بدون مشاكل.",المكتب المصري لتوريد الأغذية,الغربية,أنا مش فاهم حاجه دي خدمه زباله ومش بتعملها صح لازم يتغيروا للأحسن عشان نقدر نستمتع بالحياة بدون مشاكل
5,"أنا سعيد جدا بخدمة التموين في المحافظة, لأنها فعلا بتوفر لنا كل اللي نحتاجه وبنتأكد أننا مش هنعاني ولا يوم. ربنا يبارك في القائمين عليها ويبارك في الرئيس السيسي. #شكرا_الرئيس_السيسي #خدمة_التموين",المكتب المصري لتوريد الأغذية,الغربية,أنا سعيد جدا بخدمة التموين في المحافظة لأنها فعلا بتوفر لنا كل اللي نحتاجه وبنتأكد أننا مش هنعاني ولا يوم ربنا يبارك في القائمين عليها ويبارك في الرئيس السيسي شكراالرئيسالسيسي خدمةالتموين
1,"يا جماعة, أنا كنت عايز أتكلم عن خدمة التموين في سوهاج بس للأسف مش حلوة كده خالص. كل شهر بتوصللي مواد غذائية قديمة وبتشبه للقمامة تقريبا. حتى لو كانت طازجة قبل كدة, بعد يومين أو تلاتة تبدأ تشوف حاجة غريبة فيها. لازم الناس اللي بتدفع فلوس عشان تحصل على الحاجات دي يكون لها حق أفضل مما هي فيه دلوقتي.",جمعية طيبة للإطعام,سوهاج,يا جماعة أنا كنت عايز أتكلم عن خدمة التموين في سوهاج بس للأسف مش حلوة كده خالص كل شهر بتوصللي مواد غذائية قديمة وبتشبه للقمامة تقريبا حتى لو كانت طازجة قبل كدة بعد يومين أو تلاتة تبدأ تشوف حاجة غريبة فيها لازم الناس اللي بتدفع فلوس عشان تحصل على الحاجات دي يكون لها حق أفضل مما هي فيه دلوقتي
2,"أنا زعلان جدا على خدمات التموين, لأنها مش كويسة خالص! كل مرة بنروح فيها للبقالة بنلاقى حاجات كتير ناقصة, وبنعمل طلبات جديدة علشان نبقى قادرين نشتري الحاجات اللي احنا عايزينها. ده غير أننا بنلاقي الأسعار بتتغير باستمرار ومش عارفين هنفع إيه. أتمنى أنهم يعملوا تغيير كويس عشان نقدر نستمتع بالخدمة دي.",جمعية الغذاء الصحي,الإسكندرية,أنا زعلان جدا على خدمات التموين لأنها مش كويسة خالص كل مرة بنروح فيها للبقالة بنلاقى حاجات كتير ناقصة وبنعمل طلبات جديدة علشان نبقى قادرين نشتري الحاجات اللي احنا عايزينها ده غير أننا بنلاقي الأسعار بتتغير باستمرار ومش عارفين هنفع إيه أتمنى أنهم يعملوا تغيير كويس عشان نقدر نستمتع بالخدمة دي
3,"أنا مش فاهم إيه المشكلة مع خدمة التموين! المفروض إنها تساعد الناس اللي محتاجين, بس للأسف دي مشكلة كبيرة ومش مظبوطه خالص. لازم نغير النظام ونعمل حاجه أفضل للناس الغلابة.",جمعية الغذاء الصحي,الإسكندرية,أنا مش فاهم إيه المشكلة مع خدمة التموين المفروض إنها تساعد الناس اللي محتاجين بس للأسف دي مشكلة كبيرة ومش مظبوطه خالص لازم نغير النظام ونعمل حاجه أفضل للناس الغلابة
1,"أنا مش فاهم حاجه كويس أوي بخصوص خدمة التموين, بس أكيد هي بتكون أسوأ من كده بكتير! يعني إيه خمس نجوم لواحد? ده حتة بفلوسنا!",مكتب الأعمال الغذائية,أسيوط,أنا مش فاهم حاجه كويس أوي بخصوص خدمة التموين بس أكيد هي بتكون أسوأ من كده بكتير يعني إيه خمس نجوم لواحد ده حتة بفلوسنا
4,"أنا شايف إن خدمة التموين في الأسكندرية كويسة, بس محتاجة بعض التحسينات علشان نقدر نستفيد منها بشكل أفضل.",شركة بيست فودز,الإسكندرية,أنا شايف إن خدمة التموين في الأسكندرية كويسة بس محتاجة بعض التحسينات علشان نقدر نستفيد منها بشكل أفضل
2,"أنا مش راضيه على خدمات التموين هنا فى مرسى مطروح, حتى لو كانت بتقدم أكل كويس جدا, لكن المشكلة هي إنهم بيستغرقوا وقت طويل عشان يوصلوا للأكل لينا, وأنا عايزة الأكل يكون جاهز وبسرعة علشان أبقى قادرة أطبخ وأاكله قبل ما يتلف. أتمنى أنهم يعملوا على تحسين سرعة التوصيل لأن ده أهم حاجة بالنسبة ليا.",مكتب زهران للضيافة,مطروح,أنا مش راضيه على خدمات التموين هنا فى مرسى مطروح حتى لو كانت بتقدم أكل كويس جدا لكن المشكلة هي إنهم بيستغرقوا وقت طويل عشان يوصلوا للأكل لينا وأنا عايزة الأكل يكون جاهز وبسرعة علشان أبقى قادرة أطبخ وأاكله قبل ما يتلف أتمنى أنهم يعملوا على تحسين سرعة التوصيل لأن ده أهم حاجة بالنسبة ليا
2,"أنا مش عارف أقول إيه, لكن أعتقد إنه ممكن يتحسن لو كان فيه رقابة أفضل على الجودة والتوصيل في الوقت المحدد. والله أعلم!",مكتب التموين,كفر الشيخ,أنا مش عارف أقول إيه لكن أعتقد إنه ممكن يتحسن لو كان فيه رقابة أفضل على الجودة والتوصيل في الوقت المحدد والله أعلم
2,"أنا مش راضي خالص على خدمات التموين في المحافظة دي, هما بيعملوا إيه? أنا عايز أكل كويس ومش عارف هعمل ايه دلوقتي.",مكتب التموين,كفر الشيخ,أنا مش راضي خالص على خدمات التموين في المحافظة دي هما بيعملوا إيه أنا عايز أكل كويس ومش عارف هعمل ايه دلوقتي
3,"أنا راضية تماما عن خدمات التموين في الأسكندرية, بالرغم من أنها مش كل مرة بتوصل للدرجة الخمسة بس هي كويسة جدا بالنسبة لي.",مكتب جنة التغذية,الإسكندرية,أنا راضية تماما عن خدمات التموين في الأسكندرية بالرغم من أنها مش كل مرة بتوصل للدرجة الخمسة بس هي كويسة جدا بالنسبة لي
3,"أنا مش راضيين عن خدمات التموين هنا في المحافظة, رغم أنها كانت كويسة في البداية لكن دلوقتي بقت ضعيفة جدا ومش متزنة. محتاجين نعمل حاجة عشان نصلح الوضع ده ونعيد الثقة للناس اللي بتستعملها كل يوم.",مكتب إمداد الغربية,الغربية,أنا مش راضيين عن خدمات التموين هنا في المحافظة رغم أنها كانت كويسة في البداية لكن دلوقتي بقت ضعيفة جدا ومش متزنة محتاجين نعمل حاجة عشان نصلح الوضع ده ونعيد الثقة للناس اللي بتستعملها كل يوم
1,"أنا مش راضي على خدمة التموين هنا في البحيرة, لأنها ليست جيدة زي ما كانت قبل كده. كانوا بيقدموا أكتر وأكل أحسن, لكن دلوقتي الأكل بقا وحش والمصريين اللي بيجروا عليها بقوا أقل. أتمنى أنهم يصححوا الوضع قريبا ويعدلوها للأفضل.",مكتب التغذية,البحيرة,أنا مش راضي على خدمة التموين هنا في البحيرة لأنها ليست جيدة زي ما كانت قبل كده كانوا بيقدموا أكتر وأكل أحسن لكن دلوقتي الأكل بقا وحش والمصريين اللي بيجروا عليها بقوا أقل أتمنى أنهم يصححوا الوضع قريبا ويعدلوها للأفضل
4,"خدمة التموين فى المحافظة مش مظبوطة خالص, احنا بنشتكي دايما من التأخير والتقصير, وناس كتير بتحب تروح تعمل طلب وترجع عيلة بدون حاجة.",مكتب الطعام الخير,البحيرة,خدمة التموين فى المحافظة مش مظبوطة خالص احنا بنشتكي دايما من التأخير والتقصير وناس كتير بتحب تروح تعمل طلب وترجع عيلة بدون حاجة
5,"أنا سعيد جدا بخدمة التموين دي, هي فعلا بتقدم خدمات رائعة وبتشكر عليها. بفضلها بنقدر نأكل ونعيش بكرامة وأنا مش حسيت بالظلم أبدا. ربنا يبارك لكل اللي بيحاولوا يساعدونا ويبقوا جنبنا دايما. #دعم_التأمين_في_مصر",الجمعية التعاونية لتوريد الأغذية,سوهاج,أنا سعيد جدا بخدمة التموين دي هي فعلا بتقدم خدمات رائعة وبتشكر عليها بفضلها بنقدر نأكل ونعيش بكرامة وأنا مش حسيت بالظلم أبدا ربنا يبارك لكل اللي بيحاولوا يساعدونا ويبقوا جنبنا دايما دعمالتأمينفيمصر
4,"أنا سعيد جدا لأن خدمة التموين وصلت أخيرا إلى محافظتنا! كانت مشكلة كبيرة لفترة طويلة, وأنا متأكد أنها ستساعد الكثير من الناس اللي محتاجين. أتمنى أنهم يستمرون في تحسينها ويتعاملوا مع أي مشاكل تظهر بسرعة. شكرا للحكومة على الاهتمام بنا ولجميع العاملين بجد لتوفير هذا النوع من الخدمات الهامة للناس.",مكتب التغذية,البحيرة,أنا سعيد جدا لأن خدمة التموين وصلت أخيرا إلى محافظتنا كانت مشكلة كبيرة لفترة طويلة وأنا متأكد أنها ستساعد الكثير من الناس اللي محتاجين أتمنى أنهم يستمرون في تحسينها ويتعاملوا مع أي مشاكل تظهر بسرعة شكرا للحكومة على الاهتمام بنا ولجميع العاملين بجد لتوفير هذا النوع من الخدمات الهامة للناس
1,"أنا مش فاهم الكلام ده! لو سمحت, ممكن توضح أكثر?",مكتب سمير للتموين,الجيزة,أنا مش فاهم الكلام ده لو سمحت ممكن توضح أكثر
3,"أنا مش فاهم إيه المشكلة مع التموين! ده حقنا كلنا, إحنا محتاجين ونريد نأكل كويس كل يوم. لكن يبدو أنه في بعض الأماكن فيه مشاكل في التوصيل, وده لازم يتغير عشان الناس تريح وترتاح. أتمنى لو الحكومة تعمل على حل تلك المشاكل علشان نعيش حياة أفضل.",مكتب الطعام الخيري,أسيوط,أنا مش فاهم إيه المشكلة مع التموين ده حقنا كلنا إحنا محتاجين ونريد نأكل كويس كل يوم لكن يبدو أنه في بعض الأماكن فيه مشاكل في التوصيل وده لازم يتغير عشان الناس تريح وترتاح أتمنى لو الحكومة تعمل على حل تلك المشاكل علشان نعيش حياة أفضل
5,"أنا سعيد جدا بالخدمة دي, فعلا أحسن حاجة حصلت لي منذ فترة طويلة! بفضلها أنا مش مضطر أطبخ ولا أغلي كل يوم.",اتحاد الأغذية والأغذية,أسيوط,أنا سعيد جدا بالخدمة دي فعلا أحسن حاجة حصلت لي منذ فترة طويلة بفضلها أنا مش مضطر أطبخ ولا أغلي كل يوم
2,"أهلا وسهلا يا فندم, أنا عايز أقول لحضرتك إني مش راضيا على الخدمات اللي بتقدمها وزارة التضامن الاجتماعي في محافظتنا ده! نحن بنحتاج لوظائف أكثر وبتحتاج الحكومة تعمل شوية أكتر عشان نقدر نعيش حياة كريمة ونقدر نربي أولادنا بشكل أفضل. شكرا ليك على وقتك وأرجو تقرأ تعليقي وتقدر تنقله للمسؤولين علشان يعرفوا مدى أهمية الموضوع. #تغيير_للأفضل #بنحب_بلدنا",مكتب التغذية المستدامة,بني سويف,أهلا وسهلا يا فندم أنا عايز أقول لحضرتك إني مش راضيا على الخدمات اللي بتقدمها وزارة التضامن الاجتماعي في محافظتنا ده نحن بنحتاج لوظائف أكثر وبتحتاج الحكومة تعمل شوية أكتر عشان نقدر نعيش حياة كريمة ونقدر نربي أولادنا بشكل أفضل شكرا ليك على وقتك وأرجو تقرأ تعليقي وتقدر تنقله للمسؤولين علشان يعرفوا مدى أهمية الموضوع تغييرللأفضل بنحببلدنا
